absolute_path,path,asset_ids,purpose,replacement,consumer_evidence,fresh_scan_evidence,current_sha256,existence,recovery,authorization,category,cleanable,reason,p4_final_identity,p4_final_cleanup,p4_final_recovery
D:\workspace\10-software-project\projects\mj-agent\maintain\codex-dev-mode-migration\.claude\skills\mj-agent-doc-author\SKILL.md,.claude/skills/mj-agent-doc-author/SKILL.md,A030,migrate-native,.agents/skills/mj-agent-doc-author/SKILL.md,".agents/skills/mj-agent-doc-validate/SKILL.md:209; .agents/skills/mj-agent-flow-implement/SKILL.md:132,291; .agents/skills/mj-agent-flow-intake/SKILL.md:153,209; .agents/skills/mj-agent-flow-plan/SKILL.md:87,142,279,293,305; .agents/skills/mj-agent-flow-repo-scan/SKILL.md:325,350; .agents/skills/mj-agent-flow-review-respond/SKILL.md:273; .agents/skills/mj-agent-flow-scope-drift/SKILL.md:186,194; .claude/skills/SKILL_INDEX.md:49; .claude/skills/mj-agent-doc-migrate/SKILL.md:3,47,210; .claude/skills/mj-agent-doc-plan/SKILL.md:3,30,185,221; .claude/skills/mj-agent-doc-review/SKILL.md:3; .claude/skills/mj-agent-doc-sync/SKILL.md:3,157; .claude/skills/mj-agent-doc-validate/SKILL.md:3,181,221; .claude/skills/mj-agent-flow-implement/SKILL.md:98,254; .claude/skills/mj-agent-flow-intake/SKILL.md:125,181; .claude/skills/mj-agent-flow-plan/SKILL.md:3,59,114,251,265,277,294; .claude/skills/mj-agent-flow-repo-scan/SKILL.md:297,322,352; .claude/skills/mj-agent-flow-review-respond/SKILL.md:245; .claude/skills/mj-agent-flow-scope-drift/SKILL.md:158,166; .claude/skills/mj-agent-runtime-biz-catalog-sync/SKILL.md:313; .claude/skills/mj-agent-runtime-eval-baseline/SKILL.md:3,46,352,403; .claude/skills/mj-agent-runtime-prompt-version-bump/SKILL.md:3,33,41,331; .claude/skills/mj-agent-runtime-skill-doc-improve/SKILL.md:3,32,40,243,282; scripts/sdd/check_agents_projection.py:174; sdd/development-agent.yml:38,53; sdd/workflows/development-agent-workflows.yml:94,104,120; sdd/workflows/execution-loop.md:289; tests/unit/test_run_codex_carrier_probe_p1b.py:123,147; tests/unit/test_sdd_frontmatter.py:22,24,32,38",p4-results-static.json native consumers/resources; p4-results-unit-after-fix.json; copy excludes named legacy assets. Not exhaustive zero textual references.; p4-linux-execution-v2.json and p4-linux-topology-execution-v3.json; source identities rechecked 2026-09-20; p4-final-consumer-scan.json (current 817-bound literal scan; not exhaustive dynamic consumer proof),e9425550231750652323b7b17bfb0e41f6d983a71d879008e9a9f3f18701192e,PRESENT,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-author/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-author/SKILL.md,NO_P5_DELETE_AUTHORIZATION,LEGACY_REMNANT_CONDITIONAL,NO,"P4 technical prerequisite met; conditional legacy candidate only. Review consumers, exact scope and recovery before separate named P5 deletion approval.",VERIFIED_AFTER_R3_RESTORE,NO_DELETE_AUTHORIZATION; P4_TECHNICAL_PASS; P5_NOT_STARTED,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-author/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-author/SKILL.md
D:\workspace\10-software-project\projects\mj-agent\maintain\codex-dev-mode-migration\.claude\skills\mj-agent-doc-migrate\SKILL.md,.claude/skills/mj-agent-doc-migrate/SKILL.md,A031,migrate-native,.agents/skills/mj-agent-doc-migrate/SKILL.md,".claude/skills/SKILL_INDEX.md:53; .claude/skills/mj-agent-doc-sync/SKILL.md:160; sdd/development-agent.yml:55,70; sdd/workflows/execution-loop.md:289",p4-results-static.json native consumers/resources; p4-results-unit-after-fix.json; copy excludes named legacy assets. Not exhaustive zero textual references.; p4-linux-execution-v2.json and p4-linux-topology-execution-v3.json; source identities rechecked 2026-09-20; p4-final-consumer-scan.json (current 817-bound literal scan; not exhaustive dynamic consumer proof),4496286fc59cc992032c144e6d1922ab86610c3e09b68a9923ca45ab3b376c3d,PRESENT,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-migrate/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-migrate/SKILL.md,NO_P5_DELETE_AUTHORIZATION,LEGACY_REMNANT_CONDITIONAL,NO,"P4 technical prerequisite met; conditional legacy candidate only. Review consumers, exact scope and recovery before separate named P5 deletion approval.",VERIFIED_AFTER_R3_RESTORE,NO_DELETE_AUTHORIZATION; P4_TECHNICAL_PASS; P5_NOT_STARTED,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-migrate/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-migrate/SKILL.md
D:\workspace\10-software-project\projects\mj-agent\maintain\codex-dev-mode-migration\.claude\skills\mj-agent-doc-plan\SKILL.md,.claude/skills/mj-agent-doc-plan/SKILL.md,A032,migrate-native,.agents/skills/mj-agent-doc-plan/SKILL.md,".agents/skills/mj-agent-flow-plan/SKILL.md:38,44,60,81,84,136,138,277,291,303; .agents/skills/mj-agent-flow-repo-scan/SKILL.md:327,349; .claude/skills/SKILL_INDEX.md:48; .claude/skills/mj-agent-doc-author/SKILL.md:3,27,226; .claude/skills/mj-agent-flow-plan/SKILL.md:3,10,16,32,53,56,108,110,249,263,275; .claude/skills/mj-agent-flow-repo-scan/SKILL.md:3,299,321; sdd/development-agent.yml:72,87; sdd/workflows/execution-loop.md:289",p4-results-static.json native consumers/resources; p4-results-unit-after-fix.json; copy excludes named legacy assets. Not exhaustive zero textual references.; p4-linux-execution-v2.json and p4-linux-topology-execution-v3.json; source identities rechecked 2026-09-20; p4-final-consumer-scan.json (current 817-bound literal scan; not exhaustive dynamic consumer proof),e554af928d7f53804b2d586d199a11fd1c2d4be6a70a249a6862a107f4b8eae3,PRESENT,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-plan/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-plan/SKILL.md,NO_P5_DELETE_AUTHORIZATION,LEGACY_REMNANT_CONDITIONAL,NO,"P4 technical prerequisite met; conditional legacy candidate only. Review consumers, exact scope and recovery before separate named P5 deletion approval.",VERIFIED_AFTER_R3_RESTORE,NO_DELETE_AUTHORIZATION; P4_TECHNICAL_PASS; P5_NOT_STARTED,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-plan/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-plan/SKILL.md
D:\workspace\10-software-project\projects\mj-agent\maintain\codex-dev-mode-migration\.claude\skills\mj-agent-doc-review\SKILL.md,.claude/skills/mj-agent-doc-review/SKILL.md,A033,migrate-native,.agents/skills/mj-agent-doc-review/SKILL.md,".claude/skills/SKILL_INDEX.md:52; .claude/skills/mj-agent-git-review-pr/SKILL.md:3,95,194,203,216; sdd/development-agent.yml:89,104; sdd/workflows/execution-loop.md:289",p4-results-static.json native consumers/resources; p4-results-unit-after-fix.json; copy excludes named legacy assets. Not exhaustive zero textual references.; p4-linux-execution-v2.json and p4-linux-topology-execution-v3.json; source identities rechecked 2026-09-20; p4-final-consumer-scan.json (current 817-bound literal scan; not exhaustive dynamic consumer proof),bbc78d3891598f49a119f109ac9312fc73eaf90bd624d449ff02904f951fd806,PRESENT,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-review/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-review/SKILL.md,NO_P5_DELETE_AUTHORIZATION,LEGACY_REMNANT_CONDITIONAL,NO,"P4 technical prerequisite met; conditional legacy candidate only. Review consumers, exact scope and recovery before separate named P5 deletion approval.",VERIFIED_AFTER_R3_RESTORE,NO_DELETE_AUTHORIZATION; P4_TECHNICAL_PASS; P5_NOT_STARTED,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-review/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-review/SKILL.md
D:\workspace\10-software-project\projects\mj-agent\maintain\codex-dev-mode-migration\.claude\skills\mj-agent-doc-sync\SKILL.md,.claude/skills/mj-agent-doc-sync/SKILL.md,A034,migrate-native,.agents/skills/mj-agent-doc-sync/SKILL.md,".agents/skills/mj-agent-flow-implement/SKILL.md:290; .agents/skills/mj-agent-flow-review-respond/SKILL.md:273; .claude/skills/SKILL_INDEX.md:51,118; .claude/skills/mj-agent-doc-review/SKILL.md:65; .claude/skills/mj-agent-flow-implement/SKILL.md:253; .claude/skills/mj-agent-flow-review-respond/SKILL.md:245,289; policies/documentation.md:267,457; sdd/development-agent.yml:106,121; sdd/workflows/development-agent-workflows.yml:141; sdd/workflows/execution-loop.md:289",p4-results-static.json native consumers/resources; p4-results-unit-after-fix.json; copy excludes named legacy assets. Not exhaustive zero textual references.; p4-linux-execution-v2.json and p4-linux-topology-execution-v3.json; source identities rechecked 2026-09-20; p4-final-consumer-scan.json (current 817-bound literal scan; not exhaustive dynamic consumer proof),37159952abf077b61e6b1f20a721e422a231f33eb02342fb17a15d5e1472e48c,PRESENT,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-sync/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-sync/SKILL.md,NO_P5_DELETE_AUTHORIZATION,LEGACY_REMNANT_CONDITIONAL,NO,"P4 technical prerequisite met; conditional legacy candidate only. Review consumers, exact scope and recovery before separate named P5 deletion approval.",VERIFIED_AFTER_R3_RESTORE,NO_DELETE_AUTHORIZATION; P4_TECHNICAL_PASS; P5_NOT_STARTED,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-sync/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-sync/SKILL.md
D:\workspace\10-software-project\projects\mj-agent\maintain\codex-dev-mode-migration\.claude\skills\mj-agent-doc-validate\SKILL.md,.claude/skills/mj-agent-doc-validate/SKILL.md,A035,migrate-native,.agents/skills/mj-agent-doc-validate/SKILL.md,".agents/skills/mj-agent-doc-validate/SKILL.md:2,43; .claude/skills/SKILL_INDEX.md:50; .claude/skills/mj-agent-doc-author/SKILL.md:3,59,222,241,270; .claude/skills/mj-agent-doc-migrate/SKILL.md:3,76,204,211,224,258; .claude/skills/mj-agent-doc-plan/SKILL.md:3,32,189; .claude/skills/mj-agent-doc-review/SKILL.md:3,10,35,85,180,186,197; .claude/skills/mj-agent-doc-sync/SKILL.md:3,44,131,173,194; .claude/skills/mj-agent-runtime-biz-catalog-sync/SKILL.md:3; .claude/skills/mj-agent-runtime-eval-baseline/SKILL.md:3; .claude/skills/mj-agent-runtime-prompt-version-bump/SKILL.md:3; .claude/skills/mj-agent-runtime-skill-doc-improve/SKILL.md:3; scripts/sdd/build_fidelity_attestations.py:111; scripts/sdd/check_agents_projection.py:174; scripts/sdd/run_codex_carrier_probe.py:134; sdd/adapters/codex-skill-fidelity.yml:3,17,102; sdd/development-agent.yml:123,138; sdd/workflows/development-agent-workflows.yml:37,91,93; sdd/workflows/execution-loop.md:289",p4-results-static.json native consumers/resources; p4-results-unit-after-fix.json; copy excludes named legacy assets. Not exhaustive zero textual references.; p4-linux-execution-v2.json and p4-linux-topology-execution-v3.json; source identities rechecked 2026-09-20; p4-final-consumer-scan.json (current 817-bound literal scan; not exhaustive dynamic consumer proof),b6ff6c3a15b21381312a36d76d8bd1a98a352a8f3c27ba70c292a73488c767f2,PRESENT,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-validate/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-validate/SKILL.md,NO_P5_DELETE_AUTHORIZATION,LEGACY_REMNANT_CONDITIONAL,NO,"P4 technical prerequisite met; conditional legacy candidate only. Review consumers, exact scope and recovery before separate named P5 deletion approval.",VERIFIED_AFTER_R3_RESTORE,NO_DELETE_AUTHORIZATION; P4_TECHNICAL_PASS; P5_NOT_STARTED,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-validate/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-doc-validate/SKILL.md
D:\workspace\10-software-project\projects\mj-agent\maintain\codex-dev-mode-migration\.claude\skills\mj-agent-flow-diagnose\SKILL.md,.claude/skills/mj-agent-flow-diagnose/SKILL.md,A036,migrate-native,.agents/skills/mj-agent-flow-diagnose/SKILL.md,".agents/skills/mj-agent-flow-diagnose/SKILL.md:2,112; .agents/skills/mj-agent-flow-implement/SKILL.md:196,199; .claude/skills/SKILL_INDEX.md:42; .claude/skills/mj-agent-flow-implement/SKILL.md:162; scripts/sdd/run_codex_carrier_probe.py:127; sdd/development-agent.yml:143,157; sdd/workflows/development-agent-workflows.yml:174,181,192,200; sdd/workflows/execution-loop.md:277; tests/unit/test_run_codex_carrier_probe.py:53",p4-results-static.json native consumers/resources; p4-results-unit-after-fix.json; copy excludes named legacy assets. Not exhaustive zero textual references.; p4-linux-execution-v2.json and p4-linux-topology-execution-v3.json; source identities rechecked 2026-09-20; p4-final-consumer-scan.json (current 817-bound literal scan; not exhaustive dynamic consumer proof),6ef02a700b543110bd789b98ffb8c07268e05815d240789bbab5a22895007694,PRESENT,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-diagnose/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-diagnose/SKILL.md,NO_P5_DELETE_AUTHORIZATION,LEGACY_REMNANT_CONDITIONAL,NO,"P4 technical prerequisite met; conditional legacy candidate only. Review consumers, exact scope and recovery before separate named P5 deletion approval.",VERIFIED_AFTER_R3_RESTORE,NO_DELETE_AUTHORIZATION; P4_TECHNICAL_PASS; P5_NOT_STARTED,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-diagnose/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-diagnose/SKILL.md
D:\workspace\10-software-project\projects\mj-agent\maintain\codex-dev-mode-migration\.claude\skills\mj-agent-flow-implement\SKILL.md,.claude/skills/mj-agent-flow-implement/SKILL.md,A037,migrate-native,.agents/skills/mj-agent-flow-implement/SKILL.md,".agents/skills/mj-agent-flow-diagnose/SKILL.md:3,10,46,88,113; .agents/skills/mj-agent-flow-implement/SKILL.md:2,310; .agents/skills/mj-agent-flow-plan/SKILL.md:86,142,280,294,323,330; .agents/skills/mj-agent-flow-review-respond/SKILL.md:322,334; .claude/skills/SKILL_INDEX.md:41,117; .claude/skills/mj-agent-flow-diagnose/SKILL.md:3,10,46,88,113; .claude/skills/mj-agent-flow-plan/SKILL.md:3,58,114,252,266,295; .claude/skills/mj-agent-flow-repo-scan/SKILL.md:3; .claude/skills/mj-agent-flow-review-respond/SKILL.md:288; .claude/skills/mj-agent-flow-scope-drift/SKILL.md:3; .claude/skills/mj-agent-flow-verify/SKILL.md:3; .claude/skills/mj-agent-infra-app-start/SKILL.md:254; .claude/skills/mj-agent-infra-docker-compose/SKILL.md:3,43,283,329; .claude/skills/mj-agent-infra-env-teardown/SKILL.md:3,40; .claude/skills/mj-agent-infra-llm-endpoint-probe/SKILL.md:3,34,170; .claude/skills/mj-agent-infra-storage-stack/SKILL.md:3,39,41,218,237,238,273,282,283; .claude/skills/mj-agent-runtime-biz-catalog-sync/SKILL.md:3,17,40,266; scripts/sdd/build_fidelity_attestations.py:95; scripts/sdd/run_codex_carrier_probe.py:135; sdd/adapters/codex-skill-fidelity.yml:4,18,56; sdd/development-agent.yml:201,217; sdd/workflows/development-agent-workflows.yml:49,109,110,112,146,180,187; sdd/workflows/execution-loop.md:276; tests/unit/test_dual_agent_compat.py:128",p4-results-static.json native consumers/resources; p4-results-unit-after-fix.json; copy excludes named legacy assets. Not exhaustive zero textual references.; p4-linux-execution-v2.json and p4-linux-topology-execution-v3.json; source identities rechecked 2026-09-20; p4-final-consumer-scan.json (current 817-bound literal scan; not exhaustive dynamic consumer proof),6aff6a74af4cc1b43d8db6c944ba4d9ca6e13e232ccb0355d0aae1e345aed629,PRESENT,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-implement/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-implement/SKILL.md,NO_P5_DELETE_AUTHORIZATION,LEGACY_REMNANT_CONDITIONAL,NO,"P4 technical prerequisite met; conditional legacy candidate only. Review consumers, exact scope and recovery before separate named P5 deletion approval.",VERIFIED_AFTER_R3_RESTORE,NO_DELETE_AUTHORIZATION; P4_TECHNICAL_PASS; P5_NOT_STARTED,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-implement/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-implement/SKILL.md
D:\workspace\10-software-project\projects\mj-agent\maintain\codex-dev-mode-migration\.claude\skills\mj-agent-flow-intake\SKILL.md,.claude/skills/mj-agent-flow-intake/SKILL.md,A038,migrate-native,.agents/skills/mj-agent-flow-intake/SKILL.md,".agents/skills/mj-agent-flow-diagnose/SKILL.md:70; .agents/skills/mj-agent-flow-intake/SKILL.md:2,45; .agents/skills/mj-agent-flow-plan/SKILL.md:104; .agents/skills/mj-agent-flow-repo-scan/SKILL.md:326,352; .agents/skills/mj-agent-flow-scope-drift/SKILL.md:75,96,147; .agents/skills/mj-agent-git-commit/SKILL.md:237,240,241; .agents/skills/mj-agent-git-issue/SKILL.md:57,72; .agents/skills/mj-agent-git-pr/SKILL.md:130; .claude/skills/SKILL_INDEX.md:38; .claude/skills/mj-agent-flow-diagnose/SKILL.md:70; .claude/skills/mj-agent-flow-plan/SKILL.md:3,76; .claude/skills/mj-agent-flow-repo-scan/SKILL.md:3,298,324; .claude/skills/mj-agent-flow-scope-drift/SKILL.md:47,68,119; .claude/skills/mj-agent-git-commit/SKILL.md:237,240,241; .claude/skills/mj-agent-git-issue/SKILL.md:29,44; .claude/skills/mj-agent-git-pr/SKILL.md:102; .claude/skills/mj-agent-infra-app-start/SKILL.md:329; .claude/skills/mj-agent-infra-docker-compose/SKILL.md:275,328; .claude/skills/mj-agent-infra-env-setup/SKILL.md:258,281; .claude/skills/mj-agent-infra-storage-stack/SKILL.md:284; scripts/sdd/build_fidelity_attestations.py:87; scripts/sdd/run_codex_carrier_probe.py:136; sdd/adapters/codex-skill-fidelity.yml:5,19,33; sdd/adapters/codex-skill-translation.yml:74,75; sdd/development-agent.yml:161,177; sdd/lifecycle.md:119; sdd/workflows/development-agent-workflows.yml:41,99,100,101; sdd/workflows/execution-loop.md:273; tests/unit/test_skill_renderer_translation.py:249; tests/unit/test_stage11_fixes.py:397; tests/unit/test_translation_sources.py:53",p4-results-static.json native consumers/resources; p4-results-unit-after-fix.json; copy excludes named legacy assets. Not exhaustive zero textual references.; p4-linux-execution-v2.json and p4-linux-topology-execution-v3.json; source identities rechecked 2026-09-20; p4-final-consumer-scan.json (current 817-bound literal scan; not exhaustive dynamic consumer proof),adb888e35cc06e93ac46f8e564b7ca8a497fc6ca10e92b165da0715572fe4773,PRESENT,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-intake/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-intake/SKILL.md,NO_P5_DELETE_AUTHORIZATION,LEGACY_REMNANT_CONDITIONAL,NO,"P4 technical prerequisite met; conditional legacy candidate only. Review consumers, exact scope and recovery before separate named P5 deletion approval.",VERIFIED_AFTER_R3_RESTORE,NO_DELETE_AUTHORIZATION; P4_TECHNICAL_PASS; P5_NOT_STARTED,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-intake/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-intake/SKILL.md
D:\workspace\10-software-project\projects\mj-agent\maintain\codex-dev-mode-migration\.claude\skills\mj-agent-flow-plan\SKILL.md,.claude/skills/mj-agent-flow-plan/SKILL.md,A039,migrate-native,.agents/skills/mj-agent-flow-plan/SKILL.md,".agents/skills/mj-agent-flow-diagnose/SKILL.md:84; .agents/skills/mj-agent-flow-implement/SKILL.md:113,132,315,326; .agents/skills/mj-agent-flow-plan/SKILL.md:2,45; .agents/skills/mj-agent-flow-repo-scan/SKILL.md:353,379,388; .agents/skills/mj-agent-flow-scope-drift/SKILL.md:75; .agents/skills/mj-agent-git-issue/SKILL.md:149; .claude/skills/SKILL_INDEX.md:40; .claude/skills/mj-agent-doc-author/SKILL.md:3,12,227; .claude/skills/mj-agent-doc-plan/SKILL.md:3,10,21,31,39,53,186,220; .claude/skills/mj-agent-doc-review/SKILL.md:3; .claude/skills/mj-agent-doc-sync/SKILL.md:3; .claude/skills/mj-agent-doc-validate/SKILL.md:3; .claude/skills/mj-agent-flow-diagnose/SKILL.md:84; .claude/skills/mj-agent-flow-implement/SKILL.md:79,98,278,289; .claude/skills/mj-agent-flow-intake/SKILL.md:3; .claude/skills/mj-agent-flow-repo-scan/SKILL.md:3,325,351; .claude/skills/mj-agent-flow-scope-drift/SKILL.md:47; .claude/skills/mj-agent-git-issue/SKILL.md:117; scripts/sdd/build_fidelity_attestations.py:89; scripts/sdd/run_codex_carrier_probe.py:137; sdd/adapters/codex-skill-fidelity.yml:6,20,35; sdd/development-agent.yml:181,197; sdd/workflows/development-agent-workflows.yml:45,103,109,125; sdd/workflows/execution-loop.md:275; tests/unit/test_lock_v2.py:75,77,83,223; tests/unit/test_run_codex_carrier_probe.py:173; tests/unit/test_v2_engine.py:516",p4-results-static.json native consumers/resources; p4-results-unit-after-fix.json; copy excludes named legacy assets. Not exhaustive zero textual references.; p4-linux-execution-v2.json and p4-linux-topology-execution-v3.json; source identities rechecked 2026-09-20; p4-final-consumer-scan.json (current 817-bound literal scan; not exhaustive dynamic consumer proof),e97a79a73d74249225ec24561970911e2f273229bc3c447f71a57c8eb12172e6,PRESENT,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-plan/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-plan/SKILL.md,NO_P5_DELETE_AUTHORIZATION,LEGACY_REMNANT_CONDITIONAL,NO,"P4 technical prerequisite met; conditional legacy candidate only. Review consumers, exact scope and recovery before separate named P5 deletion approval.",VERIFIED_AFTER_R3_RESTORE,NO_DELETE_AUTHORIZATION; P4_TECHNICAL_PASS; P5_NOT_STARTED,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-plan/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-plan/SKILL.md
D:\workspace\10-software-project\projects\mj-agent\maintain\codex-dev-mode-migration\.claude\skills\mj-agent-flow-post-merge\SKILL.md,.claude/skills/mj-agent-flow-post-merge/SKILL.md,A040,migrate-native,.agents/skills/mj-agent-flow-post-merge/SKILL.md,".agents/skills/mj-agent-flow-post-merge/SKILL.md:2; .agents/skills/mj-agent-flow-self-review/SKILL.md:300; .agents/skills/mj-agent-git-delete/SKILL.md:3,145; .claude/skills/SKILL_INDEX.md:47; .claude/skills/mj-agent-flow-self-review/SKILL.md:266; .claude/skills/mj-agent-git-check-merge/SKILL.md:3,148; .claude/skills/mj-agent-git-delete/SKILL.md:3,145; .claude/skills/mj-agent-git-pr/SKILL.md:3; CONTRIBUTING.md:35; scripts/sdd/build_fidelity_attestations.py:105; scripts/sdd/run_codex_carrier_probe.py:138; scripts/sync-gitee-mirror.ps1:19; sdd/adapters/codex-skill-fidelity.yml:7,21,81; sdd/development-agent.yml:321,337; sdd/lifecycle.md:65,86; sdd/workflows/development-agent-workflows.yml:73,159,160,161,162; sdd/workflows/execution-loop.md:282,407; tests/unit/test_skill_renderer_translation.py:251; tests/unit/test_translation_sources.py:50",p4-results-static.json native consumers/resources; p4-results-unit-after-fix.json; copy excludes named legacy assets. Not exhaustive zero textual references.; p4-linux-execution-v2.json and p4-linux-topology-execution-v3.json; source identities rechecked 2026-09-20; p4-final-consumer-scan.json (current 817-bound literal scan; not exhaustive dynamic consumer proof),f4f6b397cc61075899c949751dcbb925564b71b5055ff8dbc13ef83b15675247,PRESENT,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-post-merge/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-post-merge/SKILL.md,NO_P5_DELETE_AUTHORIZATION,LEGACY_REMNANT_CONDITIONAL,NO,"P4 technical prerequisite met; conditional legacy candidate only. Review consumers, exact scope and recovery before separate named P5 deletion approval.",VERIFIED_AFTER_R3_RESTORE,NO_DELETE_AUTHORIZATION; P4_TECHNICAL_PASS; P5_NOT_STARTED,Git 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-post-merge/SKILL.md is baseline only; post-cutover/current bytes require named backup/current file; 20e2f24c352cf640d9dd33234b128ca897804b99:.claude/skills/mj-agent-flow-post-merge/SKILL.md
